id,age,job,marital,education,default,amount,housing
4468,60,retired,divorced,tertiary,no,4,yes
4469,44,admin.,married,secondary,no,2403,yes
4470,44,technician,married,secondary,no,11016,no
4471,30,housemaid,single,tertiary,no,2017,yes
4472,48,services,divorced,secondary,no,403,yes
4473,63,retired,divorced,tertiary,no,0,no
4474,47,technician,single,secondary,no,-239,yes
4475,57,retired,married,secondary,no,-37,no
4476,51,blue-collar,married,secondary,no,-355,yes
4477,52,technician,single,secondary,no,36,yes
4478,32,technician,married,tertiary,no,1559,yes
4479,52,entrepreneur,married,tertiary,no,54,yes
4480,50,blue-collar,married,tertiary,no,1784,no
4481,37,blue-collar,single,primary,no,0,no
4482,21,admin.,single,secondary,no,325,yes
4483,50,admin.,divorced,tertiary,no,432,yes
4484,24,student,single,secondary,no,1719,no
4485,34,management,single,tertiary,no,395,yes
4486,29,blue-collar,married,secondary,no,185,yes
4487,29,services,single,secondary,no,2,no
4488,52,management,married,tertiary,no,4358,no
4489,50,blue-collar,married,primary,no,1164,yes
4490,41,blue-collar,single,secondary,yes,81,no
4491,72,retired,married,secondary,no,6253,no
4492,57,management,married,tertiary,no,113,no
4493,41,housemaid,divorced,primary,no,22,yes
4494,27,blue-collar,single,primary,no,0,no
4495,41,blue-collar,married,primary,no,410,yes
4496,40,blue-collar,single,primary,no,446,yes
4497,36,unemployed,single,secondary,no,1806,yes
4498,34,management,single,tertiary,no,808,no
4499,46,admin.,married,secondary,no,38,yes
4500,42,admin.,divorced,secondary,no,490,yes
4501,33,unemployed,single,tertiary,no,1716,yes
4502,42,admin.,divorced,secondary,no,24,yes
4503,60,retired,married,secondary,no,263,no
4504,49,management,married,tertiary,no,176,yes
4505,26,blue-collar,single,secondary,no,-29,yes
4506,56,self-employed,married,tertiary,yes,0,no
4507,36,entrepreneur,married,secondary,no,1163,yes
4508,57,services,married,secondary,no,6,no
4509,26,self-employed,married,tertiary,no,219,no
4510,50,services,married,secondary,no,-682,yes
4511,46,technician,married,secondary,no,2149,yes
4512,61,management,married,tertiary,no,1224,no
4513,34,management,married,tertiary,no,63,no
4514,45,management,married,secondary,no,21,yes
4515,36,management,single,tertiary,no,0,no
4516,35,management,single,tertiary,no,657,yes
4517,49,retired,married,primary,no,-37,no
4518,47,admin.,single,secondary,no,-331,yes
4519,31,technician,single,tertiary,no,3222,yes
4520,42,admin.,single,tertiary,no,634,no
4521,32,management,single,tertiary,no,4582,yes
4522,36,admin.,single,secondary,no,0,no
4523,44,blue-collar,divorced,secondary,no,1258,yes
4524,35,blue-collar,married,secondary,no,74,no
4525,36,self-employed,single,tertiary,no,1923,no
4526,37,technician,single,secondary,no,363,yes
4527,27,services,single,secondary,no,3110,yes
4528,53,blue-collar,married,primary,no,206,no
4529,36,admin.,married,secondary,no,498,yes
4530,41,technician,married,secondary,no,902,no
4531,59,self-employed,married,tertiary,no,0,yes
4532,45,blue-collar,married,secondary,no,159,yes
4533,31,admin.,single,secondary,no,3950,yes
4534,28,blue-collar,single,tertiary,no,1984,yes
4535,28,unemployed,married,secondary,no,-42,yes
4536,30,technician,married,secondary,no,4,yes
4537,43,management,married,tertiary,no,-8,yes
4538,44,technician,married,secondary,no,-1317,yes
4539,31,admin.,single,secondary,no,296,yes
4540,30,blue-collar,single,secondary,no,103,yes
4541,51,management,married,tertiary,no,8304,no
4542,50,blue-collar,married,secondary,no,418,no
4543,34,entrepreneur,married,tertiary,no,355,yes
4544,34,technician,single,tertiary,no,82,no
4545,29,admin.,married,secondary,no,-150,yes
4546,50,blue-collar,married,secondary,no,2087,yes
4547,46,technician,married,unknown,no,626,yes
4548,32,student,single,secondary,no,329,yes
4549,41,blue-collar,married,secondary,no,552,yes
4550,57,blue-collar,married,primary,no,24,no
4551,52,technician,divorced,secondary,no,1005,yes
4552,51,self-employed,married,secondary,no,-201,no
4553,37,blue-collar,married,secondary,no,140,yes
4554,47,admin.,divorced,tertiary,no,846,yes
4555,55,management,married,primary,no,19,yes
4556,31,blue-collar,married,primary,no,2581,no
4557,32,management,single,tertiary,no,1160,yes
4558,48,management,divorced,tertiary,no,0,no
4559,43,blue-collar,married,primary,no,-124,yes
4560,50,management,married,secondary,no,-1,no
4561,36,blue-collar,married,secondary,yes,13,no
4562,50,technician,married,tertiary,no,133,no
4563,29,services,married,secondary,no,68,no
4564,30,management,single,tertiary,no,835,yes
4565,32,blue-collar,married,secondary,no,36,yes
4566,27,services,married,secondary,no,1304,no
4567,50,services,married,secondary,no,545,no
4568,41,blue-collar,married,primary,no,595,yes
4569,57,entrepreneur,married,primary,no,6,yes
4570,28,services,single,secondary,no,68,yes
4571,32,technician,single,tertiary,no,100,no
4572,35,management,married,tertiary,no,178,no
4573,27,admin.,married,secondary,no,133,yes
4574,30,management,married,tertiary,no,0,no
4575,50,entrepreneur,married,secondary,no,556,yes
4576,51,admin.,divorced,secondary,no,2717,no
4577,27,technician,single,tertiary,no,4003,no
4578,31,services,single,secondary,no,78,yes
4579,42,unemployed,divorced,secondary,no,325,yes
4580,26,management,single,tertiary,no,157,yes
4581,47,unemployed,married,secondary,no,3533,yes
4582,31,management,married,unknown,no,68,yes
4583,30,services,single,secondary,no,85,yes
4584,33,management,married,tertiary,no,0,no
4585,33,housemaid,married,primary,no,2054,no
4586,31,management,single,tertiary,no,1130,yes
4587,36,admin.,married,secondary,no,75,yes
4588,83,retired,divorced,primary,no,0,no
4589,35,housemaid,married,primary,no,0,no
4590,54,management,divorced,tertiary,no,192,yes
4591,41,admin.,married,tertiary,no,1536,no
4592,50,self-employed,married,secondary,no,358,yes
4593,45,blue-collar,married,secondary,no,28,no
4594,47,unemployed,married,tertiary,no,1725,yes
4595,36,blue-collar,married,secondary,no,504,yes
4596,32,technician,single,tertiary,no,1855,no
4597,47,management,single,tertiary,no,0,no
4598,20,student,single,secondary,no,153,no
4599,36,admin.,married,tertiary,no,0,yes
4600,33,technician,married,tertiary,no,4401,no
4601,41,services,married,unknown,no,88,yes
4602,36,blue-collar,married,primary,no,-327,yes
4603,39,admin.,married,secondary,no,367,yes
4604,34,services,married,secondary,yes,421,yes
4605,37,admin.,single,secondary,no,115,no
4606,41,unemployed,married,secondary,no,5608,no
4607,43,admin.,married,tertiary,no,189,yes
4608,38,management,married,tertiary,no,5432,yes
4609,38,services,married,primary,no,0,yes
4610,37,management,single,tertiary,no,4543,yes
4611,42,admin.,divorced,secondary,no,256,no
4612,32,blue-collar,single,primary,no,60,yes
4613,49,blue-collar,married,primary,no,387,yes
4614,33,entrepreneur,married,tertiary,no,-886,yes
4615,48,admin.,married,secondary,no,1800,yes
4616,33,technician,single,secondary,no,161,no
4617,43,services,single,unknown,no,0,no
4618,50,entrepreneur,married,tertiary,no,6825,no
4619,47,management,married,tertiary,no,337,no
4620,40,housemaid,married,primary,no,979,no
4621,36,management,married,tertiary,no,203,no
4622,28,management,single,tertiary,no,7544,yes
4623,36,blue-collar,single,primary,no,109,yes
4624,40,technician,single,secondary,no,822,yes
4625,39,admin.,single,tertiary,no,23,no
4626,43,services,divorced,secondary,no,5571,no
4627,27,technician,single,secondary,no,8,yes
4628,44,technician,married,secondary,no,106,yes
4629,44,management,married,primary,no,5418,yes
4630,44,management,divorced,tertiary,no,0,no
4631,47,blue-collar,married,secondary,no,578,yes
4632,58,unemployed,single,tertiary,no,2094,no
4633,38,technician,single,secondary,no,455,yes
4634,39,blue-collar,married,secondary,no,607,yes
4635,30,technician,single,tertiary,no,60,yes
4636,57,retired,married,tertiary,no,0,no
4637,31,blue-collar,single,secondary,no,350,yes
4638,33,technician,married,tertiary,no,565,yes
4639,32,services,married,secondary,no,1076,no
4640,27,management,single,tertiary,no,1,yes
4641,29,housemaid,married,primary,no,132,no
4642,27,technician,single,secondary,no,842,no
4643,34,admin.,married,secondary,no,19,yes
4644,52,technician,married,secondary,no,-240,no
4645,37,admin.,divorced,secondary,no,0,no
4646,29,services,married,secondary,no,1432,no
4647,35,self-employed,single,tertiary,no,935,yes
4648,44,admin.,married,secondary,no,100,yes
4649,42,admin.,divorced,secondary,no,154,yes
4650,41,blue-collar,married,primary,no,348,yes
4651,30,services,married,secondary,no,253,yes
4652,48,self-employed,married,tertiary,no,7,yes
4653,41,unemployed,married,tertiary,no,0,no
4654,58,blue-collar,married,secondary,no,-37,yes
4655,40,management,married,tertiary,no,8963,no
4656,38,management,single,tertiary,no,900,yes
4657,48,admin.,married,secondary,no,3754,yes
4658,35,admin.,single,secondary,no,2452,yes
4659,33,technician,married,secondary,no,956,yes
4660,28,admin.,single,secondary,no,1448,no
4661,54,services,married,primary,no,392,no
4662,35,technician,divorced,secondary,no,3549,yes
4663,39,technician,married,secondary,no,768,yes
4664,79,retired,married,secondary,no,723,no
4665,40,blue-collar,single,secondary,no,879,yes
4666,42,services,single,secondary,no,449,yes
4667,41,blue-collar,married,unknown,no,1057,yes
4668,39,blue-collar,married,secondary,no,300,yes
4669,29,technician,single,tertiary,no,323,no
4670,37,management,married,tertiary,no,393,yes
4671,37,management,single,tertiary,no,200,no
4672,52,blue-collar,married,secondary,no,-164,no
4673,36,unemployed,married,secondary,yes,-318,yes
4674,88,retired,married,secondary,no,433,no
4675,46,blue-collar,single,primary,no,355,yes
4676,41,technician,married,secondary,no,351,yes
4677,39,management,married,unknown,no,548,yes
4678,54,blue-collar,married,unknown,no,1827,no
4679,30,technician,single,secondary,no,1359,yes
4680,60,blue-collar,married,primary,no,4903,no
4681,50,services,married,secondary,no,320,no
4682,43,management,married,tertiary,no,28,yes
4683,28,blue-collar,single,unknown,no,913,yes
4684,24,technician,single,secondary,no,139,no
4685,48,technician,married,tertiary,no,0,no
4686,50,blue-collar,married,primary,no,2167,no
4687,38,management,married,tertiary,no,1021,no
4688,39,technician,married,tertiary,no,122,no
4689,32,technician,single,tertiary,no,1813,no
4690,64,retired,married,tertiary,no,846,no
4691,28,blue-collar,single,secondary,no,-545,yes
4692,60,retired,married,primary,no,-2,yes
4693,31,blue-collar,married,secondary,no,519,yes
4694,45,entrepreneur,married,tertiary,no,3689,yes
4695,52,services,married,secondary,no,0,yes
4696,30,services,married,secondary,no,973,yes
4697,39,blue-collar,married,unknown,no,0,yes
4698,26,admin.,single,secondary,no,685,no
4699,38,unemployed,single,tertiary,no,560,no
4700,50,admin.,married,secondary,no,231,yes
4701,44,management,married,tertiary,no,736,no
4702,35,management,divorced,tertiary,no,434,yes
4703,46,management,married,tertiary,no,385,yes
4704,46,management,married,tertiary,no,1375,yes
4705,38,blue-collar,married,unknown,no,0,yes
4706,26,entrepreneur,single,secondary,no,265,yes
4707,43,management,single,secondary,no,-228,yes
4708,42,management,divorced,tertiary,no,1775,yes
4709,32,management,single,tertiary,no,7290,yes
4710,40,management,married,secondary,no,754,no
4711,59,retired,divorced,primary,no,830,no
4712,37,management,married,tertiary,no,308,yes
4713,30,technician,single,secondary,no,224,yes
4714,38,technician,married,tertiary,no,2453,yes
4715,38,technician,married,secondary,no,994,no
4716,38,unemployed,single,secondary,no,223,yes
4717,31,management,single,tertiary,no,596,no
4718,30,technician,single,secondary,yes,28,yes
4719,40,blue-collar,married,secondary,no,-605,yes
4720,31,student,single,secondary,no,252,yes
4721,26,management,single,tertiary,no,222,no
4722,30,unemployed,married,primary,no,1379,no
4723,31,unemployed,married,tertiary,no,3640,no
4724,43,technician,single,secondary,no,1462,no
4725,52,technician,married,secondary,no,2944,no
4726,46,blue-collar,married,secondary,no,836,no
4727,41,technician,married,secondary,no,2576,yes
4728,39,admin.,married,secondary,no,260,yes
4729,46,blue-collar,married,secondary,no,176,no
4730,45,blue-collar,divorced,primary,no,452,yes
4731,43,management,divorced,secondary,no,311,no
4732,24,services,single,secondary,no,-248,yes
4733,51,blue-collar,married,primary,no,1466,yes
4734,43,technician,divorced,tertiary,no,123,no
4735,48,self-employed,married,secondary,no,1559,no
4736,43,blue-collar,single,primary,yes,69,no
4737,38,blue-collar,married,primary,no,2407,yes
4738,57,admin.,divorced,secondary,no,658,no
4739,24,blue-collar,single,secondary,no,1690,yes
4740,31,services,single,secondary,yes,68,yes
4741,39,technician,married,secondary,no,37,yes
4742,51,retired,divorced,tertiary,no,126,no
4743,43,self-employed,single,unknown,no,3173,no
4744,33,technician,married,tertiary,no,-370,yes
4745,50,blue-collar,married,secondary,no,283,yes
4746,57,blue-collar,married,secondary,no,2887,no
4747,34,admin.,married,secondary,no,642,yes
4748,43,technician,married,secondary,no,69,yes
4749,32,self-employed,divorced,tertiary,no,3271,no
4750,43,housemaid,single,primary,no,103,no
4751,44,technician,single,primary,no,148,no
4752,34,entrepreneur,married,tertiary,no,4343,no
4753,30,technician,married,tertiary,no,-340,yes
4754,28,blue-collar,married,primary,no,0,yes
4755,25,blue-collar,married,secondary,no,-306,yes
4756,31,management,divorced,tertiary,no,0,yes
4757,50,management,married,secondary,no,125,yes
4758,27,technician,single,secondary,no,218,yes
4759,32,technician,married,secondary,no,901,yes
4760,51,management,divorced,tertiary,no,3926,yes
4761,58,management,divorced,primary,no,5914,no
4762,35,technician,single,tertiary,no,576,no
4763,22,student,single,secondary,no,64,no
4764,51,admin.,married,secondary,no,-895,yes
4765,27,blue-collar,married,secondary,no,1,yes
4766,92,retired,married,unknown,no,775,no
4767,28,management,single,tertiary,no,1840,no
4768,40,blue-collar,married,secondary,no,1451,no
4769,34,admin.,married,primary,no,412,yes
4770,48,technician,married,secondary,no,141,yes
4771,44,housemaid,married,primary,no,398,no
4772,53,management,single,primary,no,208,yes
4773,49,blue-collar,married,secondary,no,1838,yes
4774,33,admin.,single,secondary,no,16,yes
4775,29,housemaid,married,secondary,no,85,yes
4776,56,blue-collar,married,secondary,no,2750,no
4777,35,management,married,secondary,yes,-550,no
4778,30,management,married,tertiary,no,101,yes
4779,28,admin.,married,secondary,no,330,no
4780,31,technician,single,unknown,no,694,yes
4781,39,services,single,secondary,no,0,yes
4782,23,blue-collar,single,secondary,no,4084,yes
4783,45,technician,married,secondary,no,865,no
4784,43,blue-collar,married,unknown,no,285,yes
4785,39,entrepreneur,married,tertiary,no,350,yes
