id,loan,contact,day,month,duration,campaign,previous,y
7886,no,cellular,30,jul,231.2302079,4,0,0
7887,no,cellular,20,apr,258.8916871,1,2,0
7888,no,cellular,8,may,358.8272551,2,1,0
7889,no,sending _document,15,may,362.6399218,2,0,0
7890,yes,cellular,3,sep,498.2987062,2,0,1
7891,no,sending _document,16,may,331.5362893,17,0,1
7892,yes,sending _document,5,jun,386.3934841,1,0,0
7893,no,cellular,19,aug,236.2317096,2,0,0
7894,no,cellular,22,aug,151.530395,4,0,1
7895,no,cellular,18,may,273.2551604,5,0,0
7896,no,sending _document,6,jun,404.679073,1,0,1
7897,no,cellular,30,jan,304.1035544,2,0,0
7898,no,sending _document,15,may,288.453255,1,0,0
7899,no,cellular,13,may,334.069105,1,0,1
7900,no,cellular,18,nov,297.1186816,1,0,0
7901,no,sending _document,16,jun,,1,0,0
7902,no,sending _document,23,may,254.6370243,2,0,0
7903,no,sending _document,16,may,204.3573628,1,0,1
7904,no,sending _document,28,may,268.2125849,2,0,0
7905,no,cellular,18,feb,,1,0,0
7906,yes,cellular,29,jan,577.0175635,1,27,0
7907,no,cellular,6,may,339.2383193,1,0,0
7908,no,sending _document,3,jul,178.7935479,1,0,0
7909,no,sending _document,29,sep,225.184901,1,0,0
7910,yes,sending _document,3,jun,,3,0,1
7911,no,cellular,9,nov,304.5507785,1,13,0
7912,no,cellular,8,jun,281.3434979,3,0,1
7913,no,cellular,13,aug,,2,0,0
7914,no,cellular,21,jul,360.7999587,3,0,1
7915,yes,sending _document,28,may,435.4023612,18,0,1
7916,no,cellular,18,jul,321.1957604,2,0,0
7917,no,sending _document,29,may,393.8501282,2,0,1
7918,no,cellular,8,may,240.7230496,2,0,0
7919,no,cellular,28,jan,,2,0,0
7920,no,sending _document,28,may,311.5356629,3,0,1
7921,no,sending _document,5,may,406.0330727,1,0,1
7922,no,cellular,13,may,331.7818577,1,1,0
7923,no,sending _document,26,may,430.0187583,1,0,1
7924,no,cellular,14,may,442.744844,2,2,0
7925,no,cellular,22,aug,,2,0,0
7926,no,cellular,5,feb,323.7164179,1,8,0
7927,yes,cellular,26,aug,236.936031,4,0,0
7928,yes,cellular,30,jan,,2,4,1
7929,no,cellular,17,apr,340.1985842,2,0,0
7930,no,cellular,17,nov,220.8288827,1,1,0
7931,yes,cellular,18,aug,405.0509318,4,0,1
7932,no,cellular,3,feb,,5,0,0
7933,yes,cellular,29,jul,392.0103643,7,0,1
7934,no,cellular,9,jul,367.9897473,1,0,0
7935,no,cellular,5,aug,,1,0,0
7936,no,sending _document,15,may,402.0050365,18,0,0
7937,no,cellular,7,aug,,2,0,0
7938,no,cellular,30,jul,207.3566773,5,0,1
7939,yes,sending _document,6,may,,1,0,1
7940,no,cellular,21,nov,415.7220882,1,3,1
7941,no,sending _document,15,may,277.1763746,9,0,1
7942,yes,sending _document,20,jun,421.9492235,14,0,0
7943,no,sending _document,11,jun,232.6817833,1,0,1
7944,no,cellular,17,jul,382.8354132,5,0,0
7945,yes,sending _document,5,jun,236.6700151,2,0,0
7946,yes,sending _document,20,may,422.2582587,1,0,0
7947,yes,sending _document,19,may,437.971792,1,0,1
7948,yes,sending _document,20,jun,303.9068718,1,0,1
7949,no,sending _document,19,jun,,1,0,0
7950,no,cellular,14,apr,297.273181,1,0,0
7951,no,cellular,29,jan,,3,2,0
7952,no,cellular,31,jul,226.3809004,1,0,0
7953,yes,cellular,30,jul,250.0192129,3,0,1
7954,no,sending _document,9,jun,293.842153,2,0,0
7955,no,cellular,11,aug,,2,0,0
7956,yes,cellular,15,may,407.4901987,2,4,0
7957,no,cellular,21,jul,187.4263668,2,0,0
7958,no,cellular,15,may,243.1986483,4,4,0
7959,no,cellular,17,apr,346.7496538,1,0,0
7960,yes,cellular,18,jul,385.4570375,1,0,0
7961,no,cellular,13,aug,353.4262719,2,0,0
7962,no,sending _document,19,jun,352.089317,18,0,0
7963,no,cellular,16,apr,,3,0,0
7964,yes,sending _document,29,may,526.9996584,2,0,1
7965,no,cellular,9,jul,283.4655798,2,0,0
7966,no,sending _document,17,nov,385.2255603,1,0,1
7967,no,cellular,25,nov,247.9797502,1,2,0
7968,no,cellular,17,jul,405.5289829,1,0,0
7969,yes,cellular,9,feb,269.0477051,4,5,0
7970,no,telephone,14,aug,,2,0,0
7971,no,sending _document,4,jun,263.4403717,1,0,0
7972,yes,sending _document,29,may,,3,0,1
7973,yes,cellular,6,feb,506.995921,1,1,0
7974,no,cellular,6,aug,317.8574696,5,0,1
7975,no,sending _document,20,may,279.1672862,1,0,0
7976,no,telephone,21,jul,,2,0,0
7977,no,cellular,30,apr,298.5860122,1,0,0
7978,no,cellular,27,aug,233.4692894,4,0,1
7979,no,cellular,4,feb,233.3429013,1,0,0
7980,no,cellular,17,nov,226.5487583,2,0,0
7981,yes,sending _document,28,may,,1,0,1
7982,no,cellular,18,may,,5,0,1
7983,no,cellular,9,jul,,5,0,0
7984,yes,sending _document,8,may,,5,0,1
7985,no,cellular,13,apr,,2,0,0
7986,no,sending _document,28,may,282.5860409,1,0,0
7987,no,cellular,17,jul,380.417333,1,0,1
7988,no,cellular,13,may,320.5980142,2,1,0
7989,no,cellular,19,aug,221.2175691,2,0,0
7990,no,sending _document,9,may,457.5821854,1,0,0
7991,yes,cellular,9,jul,241.9739986,5,0,0
7992,no,cellular,8,may,377.030263,1,3,1
7993,yes,sending _document,16,may,495.4996539,5,0,1
7994,no,cellular,28,jan,,1,0,0
7995,yes,telephone,9,feb,,3,1,1
7996,no,cellular,28,aug,214.4729923,20,0,1
7997,no,sending _document,3,jun,283.794965,4,0,0
7998,no,cellular,7,aug,326.9364219,3,0,1
7999,no,cellular,7,may,311.4440938,1,0,0
8000,no,telephone,31,jul,245.1071725,16,0,1
8001,no,cellular,3,sep,,3,1,1
8002,no,sending _document,14,may,390.0715206,2,0,0
8003,no,cellular,21,aug,259.6033154,2,0,0
8004,no,cellular,3,feb,180.8239206,1,2,1
8005,no,cellular,4,feb,,3,0,0
8006,no,cellular,5,may,,1,3,1
8007,no,sending _document,6,may,342.315429,1,0,0
8008,no,cellular,8,jul,,1,0,0
8009,no,cellular,22,jul,296.5746118,2,0,0
8010,no,cellular,5,may,374.6082957,1,0,0
8011,yes,cellular,21,nov,333.0933323,2,0,0
8012,no,cellular,7,may,,1,3,0
8013,no,cellular,7,may,296.8416236,3,0,0
8014,no,sending _document,26,may,318.8513712,1,0,0
8015,no,telephone,28,jul,221.4702374,7,0,0
8016,no,cellular,13,aug,,3,0,0
8017,no,sending _document,26,may,277.8081302,3,0,1
8018,no,telephone,9,feb,364.176253,12,0,1
8019,no,cellular,18,may,305.1000679,1,0,0
8020,no,sending _document,16,may,,1,0,1
8021,yes,cellular,10,jul,439.8676159,1,0,0
8022,no,cellular,31,jul,281.8771174,2,0,0
8023,no,sending _document,20,jun,,3,0,0
8024,no,cellular,23,sep,,1,1,0
8025,no,sending _document,4,jun,270.7202245,4,0,0
8026,no,cellular,12,nov,,2,0,0
8027,no,sending _document,3,jun,272.5097821,10,0,1
8028,no,sending _document,7,may,310.4798788,1,0,0
8029,no,sending _document,5,may,296.7208671,1,0,0
8030,no,cellular,6,may,293.4373665,1,0,0
8031,no,sending _document,8,may,407.0636571,1,0,1
8032,no,cellular,6,may,234.894211,2,1,0
8033,no,sending _document,6,may,342.5716602,1,0,0
8034,no,cellular,13,may,425.0026822,1,5,1
8035,yes,cellular,20,aug,467.2154908,4,0,1
8036,yes,cellular,22,jul,360.5788136,3,0,0
8037,no,cellular,11,aug,,2,0,0
8038,no,cellular,20,apr,267.7239942,2,1,0
8039,no,cellular,8,jul,323.2218582,2,0,0
8040,no,cellular,11,aug,214.6584609,2,0,0
8041,no,cellular,6,may,274.5997765,1,2,0
8042,yes,cellular,11,may,,3,2,1
8043,no,sending _document,8,may,250.8684424,1,0,0
8044,no,telephone,30,jun,,1,0,0
8045,no,cellular,20,apr,,5,5,0
8046,yes,cellular,7,jul,544.8733717,19,0,1
8047,no,sending _document,16,may,254.1995442,3,0,1
8048,no,cellular,6,aug,,2,0,0
8049,yes,sending _document,27,jun,,2,0,0
8050,no,cellular,28,dec,183.6968093,4,0,1
8051,no,cellular,26,aug,216.9378183,4,0,1
8052,no,cellular,6,aug,,2,0,0
8053,no,cellular,22,aug,234.9389786,3,0,0
8054,no,sending _document,30,may,,2,0,0
8055,no,cellular,17,apr,339.4628459,1,1,0
8056,no,cellular,28,apr,327.7359098,2,0,0
8057,no,cellular,31,mar,256.8897565,1,0,0
8058,no,sending _document,2,jun,317.4410651,5,0,1
8059,no,sending _document,2,jun,340.2838439,3,0,1
8060,no,sending _document,27,may,260.933054,2,0,0
8061,no,cellular,12,may,304.9303707,1,0,0
8062,no,cellular,30,apr,399.3435443,1,5,0
8063,no,cellular,22,jun,312.884801,3,0,0
8064,no,sending _document,15,may,391.414274,1,0,1
8065,no,sending _document,6,jun,266.4584243,2,0,0
8066,no,cellular,8,jul,342.2905691,1,0,0
8067,no,cellular,13,may,313.7663825,2,3,0
8068,no,cellular,8,may,303.8628816,3,2,0
8069,no,sending _document,27,may,,3,0,1
8070,no,cellular,25,aug,440.1734647,2,0,1
8071,no,cellular,10,aug,239.6013439,2,0,0
8072,no,cellular,7,may,275.2061915,2,0,0
8073,no,cellular,6,may,262.1531519,1,0,0
8074,no,cellular,3,feb,,1,0,0
8075,no,cellular,19,nov,,1,0,0
8076,no,cellular,21,nov,281.1759145,1,0,0
8077,no,sending _document,30,may,366.3025548,4,0,1
8078,no,sending _document,21,may,256.7836465,1,0,0
8079,yes,cellular,13,apr,474.544059,2,1,1
8080,no,telephone,29,jul,231.7749172,4,0,0
8081,no,cellular,12,oct,,1,0,0
8082,no,sending _document,6,may,,1,0,1
8083,no,cellular,31,jul,,2,0,0
8084,no,sending _document,28,may,294.7005521,2,0,0
8085,no,cellular,4,aug,201.1165874,2,0,0
8086,no,cellular,4,feb,329.497641,2,1,0
8087,no,cellular,29,jan,348.232296,1,2,0
8088,yes,cellular,16,apr,374.4198374,1,1,0
8089,no,sending _document,9,may,384.354496,2,0,1
8090,no,cellular,7,may,402.7251226,1,0,1
8091,no,cellular,30,jul,351.2456411,3,0,1
8092,no,cellular,4,sep,,1,1,0
8093,no,cellular,20,may,243.8289101,1,1,0
8094,no,cellular,16,jul,351.3327871,3,0,1
8095,no,telephone,16,feb,218.9490115,6,0,0
8096,no,cellular,30,jul,375.9782499,6,0,1
8097,no,cellular,11,aug,129.7685115,4,0,1
8098,no,cellular,12,aug,252.2218998,9,0,0
8099,no,cellular,1,jun,226.8565106,2,0,0
8100,no,cellular,17,apr,,1,0,1
8101,no,cellular,12,jul,,4,0,1
8102,no,cellular,12,aug,,2,0,0
8103,no,cellular,8,may,369.7240259,2,2,0
8104,no,sending _document,8,oct,,1,2,0
8105,no,cellular,20,aug,223.0606763,2,0,0
8106,no,cellular,5,aug,271.9949007,2,1,1
8107,no,cellular,20,aug,,2,0,0
8108,no,cellular,3,feb,,1,0,0
8109,no,cellular,20,aug,,2,0,0
8110,no,cellular,18,may,254.1364935,2,0,0
8111,no,cellular,10,jul,290.8352971,1,0,0
8112,no,cellular,19,oct,253.2899786,2,0,0
8113,no,cellular,16,jul,215.2937947,2,0,0
8114,no,cellular,21,aug,187.1872724,3,0,1
8115,yes,sending _document,4,jul,,1,0,1
8116,yes,sending _document,23,may,,5,0,1
8117,no,sending _document,21,may,252.6982576,2,0,0
8118,no,cellular,29,jul,,2,0,0
8119,no,cellular,2,mar,,1,0,0
8120,no,cellular,28,aug,213.3182831,8,0,1
8121,yes,cellular,12,may,375.633367,4,1,1
8122,no,sending _document,9,jun,267.2920293,3,0,1
8123,no,cellular,11,aug,,1,0,0
8124,no,cellular,11,jul,240.2742916,2,0,0
8125,no,cellular,12,aug,,6,0,0
8126,yes,cellular,14,may,492.9051877,3,0,1
8127,no,cellular,9,jul,364.1258562,1,0,0
8128,no,sending _document,6,may,371.8960506,1,0,1
8129,no,cellular,19,aug,,7,0,0
8130,no,cellular,18,may,332.9928916,2,2,0
8131,no,sending _document,12,may,,3,0,0
8132,yes,cellular,5,aug,,1,0,1
8133,yes,cellular,6,may,493.4424673,1,0,1
8134,no,cellular,19,aug,,2,0,0
8135,no,cellular,20,aug,,2,0,0
8136,no,sending _document,19,may,378.8599643,2,0,1
8137,no,cellular,19,nov,214.6243235,2,0,0
8138,no,cellular,16,nov,,1,1,0
8139,no,sending _document,19,may,,3,0,1
8140,no,sending _document,23,may,345.0777523,2,0,1
8141,no,cellular,21,nov,317.2495051,5,1,0
8142,no,sending _document,16,may,,3,0,0
8143,no,cellular,20,aug,,5,0,0
8144,no,cellular,21,nov,318.4997111,1,4,0
8145,no,cellular,7,oct,162.5678737,2,2,0
8146,no,cellular,11,may,384.780167,1,0,1
8147,no,sending _document,26,may,341.0866509,2,0,1
8148,no,cellular,22,jun,254.1809319,1,1,0
8149,no,cellular,8,may,411.3750612,1,0,0
8150,no,cellular,15,jul,337.1770322,2,0,0
8151,no,sending _document,4,jun,379.5734818,2,0,0
8152,no,telephone,31,jul,287.6486328,16,0,1
8153,no,sending _document,23,may,299.7291522,2,0,0
8154,no,cellular,18,jan,263.0858014,2,3,0
8155,no,cellular,3,feb,315.6044114,3,0,0
8156,no,sending _document,30,may,400.0049698,3,0,1
8157,no,cellular,5,feb,221.4743356,1,0,0
8158,yes,cellular,18,jul,289.3146483,4,0,0
8159,no,cellular,15,may,326.6550002,1,1,0
8160,no,cellular,31,jul,,5,0,0
8161,no,cellular,6,may,365.4682182,2,0,1
8162,no,cellular,29,aug,221.0478465,2,0,0
8163,no,sending _document,9,may,378.7319828,2,0,0
8164,no,sending _document,12,jun,439.2444496,1,0,1
8165,no,cellular,12,aug,,4,0,0
8166,no,cellular,21,nov,214.5221089,1,1,0
8167,no,sending _document,4,jul,,2,0,1
8168,no,cellular,27,aug,256.3255534,28,0,1
8169,yes,cellular,11,aug,268.8467123,2,0,0
8170,yes,cellular,13,aug,435.0288875,2,0,1
8171,no,telephone,21,jul,364.1921234,1,0,0
8172,no,cellular,14,jul,,2,0,0
8173,no,cellular,23,jun,,2,10,0
8174,no,sending _document,20,jun,,2,0,1
8175,no,cellular,11,may,276.9022371,2,0,0
8176,no,cellular,17,apr,269.3501027,3,0,0
8177,no,sending _document,12,may,128.6204474,1,0,0
8178,no,cellular,14,jul,279.9342436,3,0,0
8179,no,sending _document,20,may,,1,0,1
8180,no,sending _document,19,jun,,3,0,0
8181,no,sending _document,9,may,333.0967097,3,0,1
8182,yes,sending _document,5,may,436.2172927,1,0,0
8183,no,cellular,13,aug,,5,0,0
8184,yes,cellular,9,feb,,2,0,1
8185,no,cellular,29,jan,,1,0,0
8186,no,sending _document,29,may,444.851743,1,0,1
8187,no,telephone,19,oct,337.3837888,7,11,1
8188,no,cellular,8,may,341.2874932,1,0,0
8189,yes,sending _document,23,may,520.2013569,11,0,0
8190,no,sending _document,27,may,307.116263,1,0,0
8191,no,telephone,9,feb,340.7083343,5,0,1
8192,no,sending _document,11,jun,216.3687825,1,0,0
8193,no,cellular,25,aug,,16,0,0
8194,no,sending _document,29,may,299.2985102,22,0,0
8195,no,sending _document,29,may,299.6857598,4,0,0
8196,no,sending _document,2,jun,276.4271812,3,0,0
8197,no,cellular,12,may,416.3528028,5,0,0
8198,no,telephone,4,feb,,2,0,0
8199,no,sending _document,30,may,323.6671283,1,0,0
8200,yes,sending _document,14,may,494.2273639,3,0,1
8201,yes,cellular,7,may,447.8679433,1,0,1
8202,no,cellular,17,apr,291.2666826,1,0,0
8203,no,cellular,22,jul,,1,0,0
8204,yes,cellular,7,may,435.0276583,1,2,0
8205,no,cellular,17,apr,342.4869305,2,0,1
8206,no,sending _document,17,jun,173.2537775,1,0,1
8207,no,sending _document,15,may,369.9330872,2,0,0
8208,no,cellular,30,jul,167.7576015,4,0,1
8209,no,cellular,25,aug,380.0577949,18,0,0
8210,no,cellular,7,jul,,3,0,0
8211,no,cellular,1,apr,244.6062655,3,2,0
8212,no,telephone,29,jan,290.8463435,1,0,0
8213,no,cellular,12,may,,1,0,0
8214,no,sending _document,16,may,261.016284,1,0,0
8215,no,sending _document,9,jun,265.7375292,1,0,0
8216,no,cellular,13,may,245.3469451,1,0,0
8217,no,cellular,2,jun,,1,4,0
8218,no,cellular,16,apr,329.4421833,1,2,0
8219,yes,telephone,17,jul,296.8238859,2,0,0
8220,no,sending _document,11,jun,,9,0,0
8221,yes,sending _document,20,jun,464.7840502,2,0,1
8222,yes,cellular,12,aug,387.2889267,2,0,0
8223,no,sending _document,11,jun,239.7316771,1,0,0
8224,no,cellular,11,aug,308.0130709,1,3,0
8225,no,cellular,25,sep,330.4325937,1,0,0
8226,no,cellular,31,jul,272.5242805,3,0,1
8227,no,telephone,7,jul,,1,0,0
8228,no,telephone,9,apr,,2,1,0
8229,no,cellular,7,may,349.6563648,3,5,1
8230,no,cellular,5,may,330.9426846,2,0,1
8231,no,sending _document,16,jun,291.5164395,2,0,1
8232,yes,telephone,25,jul,232.6233381,1,0,0
8233,no,sending _document,7,may,338.4575217,1,0,0
8234,no,cellular,4,feb,462.2410661,2,2,1
8235,no,telephone,8,feb,,6,0,0
8236,no,sending _document,5,may,,1,0,0
8237,no,sending _document,6,jun,,2,0,0
8238,no,cellular,2,feb,317.7911997,1,0,0
8239,no,sending _document,6,may,367.199038,1,0,1
8240,no,sending _document,13,may,357.0571608,1,0,1
8241,no,cellular,18,may,279.766737,3,0,0
8242,no,cellular,8,may,263.9497893,1,0,0
8243,no,cellular,25,aug,,6,0,0
8244,yes,sending _document,9,may,487.59924,1,0,0
8245,no,cellular,17,nov,445.4575773,1,0,1
8246,no,cellular,28,jan,198.5116368,1,0,0
8247,no,cellular,7,may,273.088888,2,0,0
8248,yes,cellular,17,apr,401.12286,1,2,0
8249,no,cellular,2,mar,137.0367319,5,0,1
8250,yes,cellular,28,jan,336.8985966,1,6,0
8251,no,telephone,6,may,335.2755142,1,0,1
8252,no,cellular,17,jun,399.4084778,2,4,1
8253,no,cellular,24,mar,377.3269679,3,0,1
8254,no,cellular,17,jul,316.1514327,1,0,0
8255,no,sending _document,13,may,,3,0,0
8256,yes,cellular,11,may,,1,1,1
8257,no,cellular,12,jul,,1,3,0
8258,yes,cellular,21,nov,376.4435831,1,0,0
8259,no,sending _document,6,jun,241.8799483,1,0,1
8260,no,cellular,22,may,,1,0,0
8261,yes,cellular,17,apr,433.4908853,2,0,0
8262,no,telephone,22,jul,353.7646651,13,0,1
8263,no,cellular,30,jan,337.2766206,2,1,0
8264,no,sending _document,8,may,404.8314345,1,0,0
8265,no,cellular,9,apr,401.1800599,5,0,1
8266,no,cellular,24,jul,289.0063382,1,0,0
8267,no,cellular,7,aug,,3,0,0
8268,no,telephone,5,may,,3,0,0
8269,no,cellular,29,aug,219.1555477,2,0,0
8270,no,cellular,18,may,242.1695099,1,0,0
8271,no,telephone,2,feb,,2,0,0
8272,no,cellular,21,may,357.075899,1,9,1
8273,no,sending _document,29,may,320.9121187,1,0,0
8274,yes,sending _document,19,may,,2,0,1
8275,no,cellular,2,jun,,1,0,0
8276,no,cellular,16,jul,,2,0,0
8277,no,cellular,12,aug,256.9278495,4,0,0
8278,no,cellular,25,mar,,1,2,0
8279,no,cellular,3,apr,267.0375779,1,1,0
8280,no,sending _document,18,jun,,3,0,0
8281,no,cellular,20,apr,247.4895658,4,0,0
8282,no,cellular,22,aug,125.5000721,10,0,1
8283,yes,cellular,30,jul,,9,0,1
8284,no,sending _document,13,may,,5,0,0
8285,yes,cellular,2,feb,267.7429329,2,0,0
8286,yes,cellular,21,nov,285.9005524,2,0,0
8287,no,sending _document,18,jun,361.9482898,4,0,1
8288,no,cellular,17,apr,,1,0,0
8289,no,sending _document,26,may,287.661242,3,0,0
8290,no,cellular,15,sep,374.2442568,1,3,1
8291,no,cellular,5,jun,326.9247578,1,0,1
8292,no,cellular,11,aug,,6,0,0
8293,no,sending _document,4,jun,,2,0,0
8294,no,cellular,29,jan,308.4822601,1,3,0
8295,no,cellular,18,may,367.7208765,1,1,0
8296,no,sending _document,3,jun,346.528255,7,0,1
8297,no,cellular,18,aug,,6,0,0
8298,no,telephone,5,feb,453.6943796,2,0,0
8299,no,cellular,15,apr,,2,0,0
8300,no,telephone,8,may,369.785826,1,0,0
8301,no,sending _document,28,may,,1,0,1
8302,no,cellular,4,may,392.3108483,4,0,1
8303,no,telephone,26,feb,377.2716131,1,0,1
8304,no,sending _document,19,jun,,2,0,0
8305,no,cellular,5,aug,217.6070717,1,0,0
8306,no,cellular,29,dec,351.8476617,2,0,1
8307,yes,cellular,20,nov,384.441593,1,0,0
8308,no,telephone,23,jul,226.0362295,1,0,0
8309,yes,cellular,9,jul,310.6176287,4,0,1
8310,no,sending _document,2,jun,,1,0,1
8311,no,sending _document,30,may,141.1812894,5,0,1
8312,no,sending _document,4,jun,273.1095219,8,0,0
8313,no,telephone,18,nov,,1,0,0
8314,no,cellular,17,nov,219.4243092,1,0,0
8315,no,sending _document,23,may,312.8230777,1,0,0
8316,no,cellular,1,jun,,1,0,1
8317,no,cellular,23,jul,350.0730006,3,0,1
8318,no,sending _document,20,may,316.5953627,2,0,0
8319,no,sending _document,19,may,384.8669998,13,0,1
8320,no,cellular,6,aug,,5,0,0
8321,no,sending _document,17,jun,252.0507284,3,0,1
8322,no,cellular,18,may,357.3300264,7,9,1
8323,no,sending _document,11,jun,,1,0,0
8324,no,cellular,15,may,166.5889908,3,0,0
8325,no,cellular,17,nov,365.0408011,2,4,1
8326,no,cellular,15,apr,,1,0,0
8327,no,cellular,29,jan,498.4808782,2,38,0
8328,no,cellular,1,apr,319.3236136,3,0,0
8329,no,cellular,2,feb,315.862744,3,0,1
8330,no,cellular,19,nov,232.3215482,1,0,0
8331,no,cellular,14,sep,270.6587178,2,4,0
8332,yes,cellular,18,nov,538.1838731,2,4,1
8333,no,cellular,26,may,288.7604145,6,3,0
8334,no,cellular,21,jul,,1,0,0
8335,no,cellular,12,may,400.9552195,5,0,1
8336,no,cellular,9,jun,,2,3,0
8337,no,sending _document,6,may,312.5536599,2,0,0
8338,no,telephone,17,feb,190.820526,4,0,1
8339,yes,cellular,13,may,518.3739635,2,0,0
8340,yes,cellular,12,aug,485.7522095,4,0,1
8341,no,sending _document,20,jun,,4,0,0
8342,no,cellular,29,aug,252.6861687,2,0,0
8343,no,cellular,19,nov,236.7320381,2,0,0
8344,no,sending _document,15,may,309.8680685,2,0,0
8345,no,cellular,8,apr,,1,0,1
8346,no,sending _document,30,may,366.997846,2,0,0
8347,no,cellular,14,jul,284.2020504,2,0,0
8348,yes,sending _document,20,jun,309.5353789,19,0,0
8349,no,cellular,8,apr,294.7682911,2,3,0
8350,no,sending _document,5,jun,356.2369099,2,0,1
8351,no,sending _document,11,jun,261.5121992,9,0,1
8352,no,cellular,17,nov,309.6021534,1,0,0
8353,no,telephone,31,jul,223.1407674,4,0,0
8354,no,cellular,4,feb,,1,0,1
8355,no,cellular,4,feb,70.052445,1,0,0
8356,no,sending _document,30,jun,311.7722195,3,0,0
8357,no,sending _document,19,may,,1,0,0
8358,no,cellular,4,aug,,1,0,0
8359,no,cellular,3,apr,246.8234324,1,2,0
8360,no,cellular,20,apr,433.2917243,2,1,1
8361,no,cellular,8,may,232.4518193,3,0,0
8362,no,cellular,27,aug,229.5461738,34,0,1
8363,no,sending _document,18,oct,326.635734,1,0,1
8364,no,cellular,4,aug,232.5946957,1,5,0
8365,no,cellular,18,nov,364.9739917,2,7,0
8366,no,cellular,15,may,328.3460523,3,2,1
8367,no,cellular,20,nov,318.3870804,2,0,0
8368,yes,sending _document,30,may,366.4827787,3,0,0
8369,no,cellular,13,may,350.1325628,1,1,0
8370,yes,cellular,30,jan,368.0965761,2,1,0
8371,no,cellular,19,nov,360.2407159,3,0,0
8372,no,cellular,11,oct,280.2478599,1,2,0
8373,no,telephone,23,jul,,2,0,0
8374,no,cellular,31,jul,288.8226766,5,0,1
8375,no,cellular,28,jan,,3,0,0
8376,no,cellular,24,jul,462.3434464,11,0,1
8377,yes,cellular,21,jul,458.0333388,2,0,0
8378,no,sending _document,14,may,,3,0,0
